chemical	disease1	disease2
15011	15547	36069
58380	15547	36069
3562	15547	36069
45193	57338	36069
1945	57338	36069
8772	57338	36069
2528	57338	36069
58516	57338	36069
3562	57338	36069
2528	25010	36069
49767	25010	36069
34286	9511	36069
35568	9511	36069
10473	9511	36069
10501	9511	36069
16156	9511	36069
30122	9511	36069
17266	2991	36069
29661	56475	36069
17125	56475	36069
10501	56475	36069
45431	56475	36069
11728	56475	36069
3562	56475	36069
24216	37653	36069
33249	37653	36069
55658	37653	36069
50522	37653	36069
58790	37653	36069
35568	37653	36069
30122	37653	36069
3562	37653	36069
40276	54267	36069
38162	54267	36069
3562	54267	36069
27733	1624	36069
35568	1624	36069
16138	1624	36069
30122	1624	36069
36016	55112	36069
40227	9909	36069
17266	9909	36069
40524	9909	36069
35568	9909	36069
30122	9909	36069
49224	45612	36069
24434	45612	36069
10473	45612	36069
3562	45612	36069
35568	28805	36069
8847	17028	36069
6567	17028	36069
4090	17028	36069
35568	17028	36069
30122	17028	36069
57443	9001	36069
3562	9001	36069
6982	18400	36069
29617	18400	36069
32446	18400	36069
45537	18400	36069
2528	18400	36069
30209	18400	36069
3562	18400	36069
3562	13809	36069
35568	42199	36069
60747	42199	36069
16138	42199	36069
30122	42199	36069
3562	42199	36069
2528	32296	36069
30122	42785	36069
3087	39516	36069
15011	39516	36069
3562	39516	36069
30122	31855	36069
30122	49218	36069
13120	27156	36069
10473	27156	36069
3562	27156	36069
58196	43659	36069
35568	31916	36069
30122	31916	36069
3562	31916	36069
42527	31149	36069
11728	31149	36069
30122	31149	36069
2528	10777	36069
3562	10777	36069
24636	54840	36069
3562	54840	36069
24216	31621	36069
50702	31621	36069
59321	31621	36069
50093	47499	36069
2528	56087	36069
3562	56087	36069
35568	37571	36069
30122	37571	36069
20824	10164	36069
35568	10164	36069
30122	10164	36069
3562	10164	36069
6434	38618	36069
30122	17833	36069
8772	5451	36069
3562	5451	36069
43008	8598	36069
50082	8598	36069
3562	8598	36069
39940	57259	36069
10501	57259	36069
2528	57259	36069
17683	57259	36069
3562	57259	36069
9486	38441	36069
30209	38441	36069
3562	38441	36069
8891	21075	36069
3767	21075	36069
15401	21075	36069
8772	21075	36069
30122	21075	36069
3562	21075	36069
2528	15077	36069
3562	15077	36069
717	5165	36069
35568	24945	36069
30122	24945	36069
3562	15830	36069
8772	41721	36069
41860	29754	36069
52194	29754	36069
2528	29754	36069
3562	29754	36069
3562	54124	36069
27757	21606	36069
3562	21606	36069
57174	42636	36069
59321	42636	36069
19847	42636	36069
2528	42636	36069
16138	42636	36069
16156	42636	36069
30122	42636	36069
33076	34422	36069
35568	23943	36069
13596	23943	36069
3562	23943	36069
8772	41292	36069
2528	61227	36069
3562	61227	36069
27733	57183	36069
44466	57183	36069
16138	57183	36069
30122	57183	36069
30122	6605	36069
8772	33031	36069
32079	33031	36069
60747	60804	36069
16156	60804	36069
3562	61038	36069
717	6420	36069
45179	6420	36069
43995	6420	36069
42527	25375	36069
29661	25375	36069
23442	25375	36069
8772	25375	36069
38162	25375	36069
35568	25375	36069
59297	25375	36069
16156	25375	36069
30122	25375	36069
30122	28368	36069
3562	53282	36069
8772	28171	36069
3562	28171	36069
22270	39108	36069
24486	39108	36069
30019	39108	36069
20824	39108	36069
42342	39108	36069
3437	39108	36069
55658	39108	36069
5506	39108	36069
46821	39108	36069
27833	39108	36069
38162	39108	36069
11920	39108	36069
35568	39108	36069
38014	39108	36069
22375	39108	36069
10473	39108	36069
61665	39108	36069
10122	39108	36069
30209	39108	36069
11728	39108	36069
16156	39108	36069
50093	39108	36069
3562	39108	36069
16138	17013	36069
11728	17013	36069
30122	17013	36069
8772	49785	36069
717	3676	36069
35568	3676	36069
30122	3676	36069
3562	3676	36069
55670	1568	36069
8772	1568	36069
12215	1568	36069
14439	1568	36069
2528	1568	36069
3562	1568	36069
30122	20384	36069
58380	3399	36069
30122	3399	36069
3562	3399	36069
3357	42361	36069
16156	42361	36069
31273	49513	36069
57005	49513	36069
26927	49513	36069
33249	49513	36069
3437	49513	36069
55658	49513	36069
46821	49513	36069
45193	49513	36069
50702	49513	36069
27833	49513	36069
50522	49513	36069
7303	49513	36069
37980	49513	36069
58790	49513	36069
35568	49513	36069
30122	49513	36069
3562	49513	36069
3562	48316	36069
8772	34396	36069
20557	48824	36069
33262	48824	36069
57620	48824	36069
28080	48824	36069
42062	48824	36069
8772	48824	36069
55358	48824	36069
38162	48824	36069
35568	48824	36069
59374	48824	36069
60747	48824	36069
10501	48824	36069
10122	48824	36069
49586	48824	36069
11728	48824	36069
30122	48824	36069
3562	48824	36069
20557	8480	36069
13120	8480	36069
19135	8480	36069
29484	8480	36069
1945	8480	36069
42485	8480	36069
9342	8480	36069
10473	8480	36069
62835	8480	36069
61665	8480	36069
50082	8480	36069
30122	8480	36069
28740	26577	36069
60403	26577	36069
60303	26577	36069
2528	26577	36069
19363	26577	36069
1672	26577	36069
30122	26577	36069
3562	26577	36069
717	13374	36069
60747	13374	36069
2528	13374	36069
8797	13374	36069
31273	21367	36069
26927	21367	36069
46821	21367	36069
50702	21367	36069
50522	21367	36069
8772	21367	36069
3562	21367	36069
49033	19572	36069
8772	19572	36069
19363	19572	36069
30209	19572	36069
3562	19572	36069
35568	58161	36069
30122	58161	36069
8772	51417	36069
8772	36924	36069
13753	36924	36069
3562	36924	36069
8772	51583	36069
8891	18824	36069
35383	18824	36069
717	18824	36069
35568	18824	36069
60747	18824	36069
10501	18824	36069
2528	18824	36069
35920	18824	36069
13753	18824	36069
30122	18824	36069
3562	18824	36069
8772	31297	36069
19363	31297	36069
39385	49979	36069
51264	49979	36069
10559	49979	36069
29661	49979	36069
61269	49979	36069
1699	49979	36069
8772	49979	36069
9406	49979	36069
14439	49979	36069
55742	49979	36069
16156	49979	36069
37427	49979	36069
3562	49979	36069
8772	47315	36069
7870	47315	36069
10501	54023	36069
30122	54023	36069
37427	54023	36069
20557	42414	36069
30302	42414	36069
8008	42414	36069
8772	42414	36069
38014	42414	36069
9406	42414	36069
11879	42414	36069
58380	42414	36069
3562	42414	36069
23366	7702	36069
31273	7702	36069
24486	7702	36069
58196	7702	36069
50004	7702	36069
24216	7702	36069
3437	7702	36069
55658	7702	36069
24434	7702	36069
46821	7702	36069
1076	7702	36069
7303	7702	36069
36709	7702	36069
37980	7702	36069
8772	7702	36069
35568	7702	36069
10473	7702	36069
61665	7702	36069
10501	7702	36069
2528	7702	36069
30122	7702	36069
3562	7702	36069
46821	53596	36069
8772	19970	36069
57830	19970	36069
30122	19970	36069
3562	19970	36069
27757	37740	36069
8772	37740	36069
40577	37740	36069
2528	37740	36069
8632	12998	36069
31273	12998	36069
24486	12998	36069
55658	12998	36069
58188	12998	36069
46821	12998	36069
26409	12998	36069
35568	12998	36069
61665	12998	36069
10501	12998	36069
2528	12998	36069
3562	12998	36069
50920	40231	36069
58103	40231	36069
46821	40231	36069
23442	40231	36069
19903	40231	36069
35568	40231	36069
15011	40231	36069
62808	40231	36069
10501	40231	36069
2528	40231	36069
16138	40231	36069
30122	40231	36069
3562	40231	36069
19241	31317	36069
35568	31317	36069
11728	31317	36069
30122	31317	36069
24486	39110	36069
8772	39110	36069
35568	39110	36069
10473	39110	36069
10501	39110	36069
2528	39110	36069
16138	39110	36069
30122	39110	36069
3562	39110	36069
8772	16813	36069
30122	16813	36069
3767	44449	36069
24778	44449	36069
55460	44449	36069
19958	44449	36069
50004	44449	36069
8744	44449	36069
5506	44449	36069
27757	44449	36069
46821	44449	36069
45193	44449	36069
47384	44449	36069
29484	44449	36069
5785	44449	36069
7912	44449	36069
59321	44449	36069
55917	44449	36069
61500	44449	36069
45537	44449	36069
19903	44449	36069
43995	44449	36069
11920	44449	36069
35218	44449	36069
10473	44449	36069
14439	44449	36069
10501	44449	36069
13753	44449	36069
32079	44449	36069
43008	44449	36069
45431	44449	36069
11728	44449	36069
6505	44449	36069
30122	44449	36069
45530	44449	36069
3562	44449	36069
13120	18823	36069
58196	18823	36069
20824	18823	36069
57443	18823	36069
3562	18823	36069
28256	15763	36069
8772	15763	36069
717	12341	36069
2528	12341	36069
20824	46104	36069
33390	46104	36069
6567	46104	36069
19826	46104	36069
8772	46104	36069
16352	46104	36069
30122	46104	36069
3562	46104	36069
13753	12442	36069
16138	12442	36069
58380	12442	36069
11728	12442	36069
50093	12442	36069
24636	12442	36069
3562	12442	36069
46821	22544	36069
28740	22544	36069
31143	22544	36069
35568	22544	36069
10473	22544	36069
60747	22544	36069
16138	22544	36069
11728	22544	36069
16156	22544	36069
30122	22544	36069
60747	38533	36069
37427	38533	36069
46579	51894	36069
59374	51894	36069
5320	21643	36069
31714	21643	36069
35568	21643	36069
50093	21643	36069
23366	35384	36069
14636	32730	36069
30756	32730	36069
41117	32730	36069
61016	32730	36069
51264	32730	36069
59504	32730	36069
10559	32730	36069
45179	32730	36069
25737	32730	36069
8772	32730	36069
35568	32730	36069
60747	32730	36069
16138	32730	36069
30122	32730	36069
3562	32730	36069
45193	51483	36069
58790	51483	36069
3562	51483	36069
3767	22484	36069
49033	22484	36069
28256	22484	36069
28740	22484	36069
28080	22484	36069
8772	22484	36069
38162	22484	36069
35568	22484	36069
60747	22484	36069
2528	22484	36069
28934	22484	36069
13596	22484	36069
30122	22484	36069
3562	22484	36069
13120	39156	36069
33813	39156	36069
19135	39156	36069
10423	39156	36069
33262	39156	36069
6567	39156	36069
46821	39156	36069
38804	39156	36069
20968	39156	36069
35568	39156	36069
15011	39156	36069
2528	39156	36069
3562	39156	36069
27757	51456	36069
60403	51456	36069
23616	51456	36069
8772	51456	36069
5126	51456	36069
15202	51456	36069
59374	51456	36069
10473	51456	36069
2528	51456	36069
16138	51456	36069
58380	51456	36069
11728	51456	36069
30122	51456	36069
50093	51456	36069
3562	51456	36069
35568	31563	36069
3562	31563	36069
8772	20027	36069
30122	20027	36069
13120	27249	36069
19135	27249	36069
5506	27249	36069
49011	27249	36069
56974	27249	36069
35568	27249	36069
61665	27249	36069
3562	27249	36069
58196	27464	36069
7303	27464	36069
37980	27464	36069
58519	32209	36069
23616	32209	36069
29661	32209	36069
45179	32209	36069
25737	32209	36069
8772	32209	36069
14439	32209	36069
58380	32209	36069
11728	32209	36069
58196	54744	36069
45875	54744	36069
61665	54744	36069
3562	54744	36069
49033	1135	36069
19135	1135	36069
5166	1135	36069
20824	1135	36069
58188	1135	36069
27757	1135	36069
18941	1135	36069
45537	1135	36069
40577	1135	36069
38014	1135	36069
10473	1135	36069
14439	1135	36069
10501	1135	36069
17057	1135	36069
50082	1135	36069
45431	1135	36069
30209	1135	36069
58380	1135	36069
30122	1135	36069
3562	1135	36069
40227	24614	36069
60747	24614	36069
16138	24614	36069
28735	24614	36069
30122	24614	36069
28256	44763	36069
19407	44763	36069
3357	44763	36069
23616	44763	36069
52194	44763	36069
59579	44763	36069
52866	44763	36069
45179	44763	36069
8772	44763	36069
56632	44763	36069
10473	44763	36069
14439	44763	36069
30279	44763	36069
49586	44763	36069
43008	44763	36069
45431	44763	36069
58380	44763	36069
11728	44763	36069
16156	44763	36069
24636	44763	36069
3562	44763	36069
20968	7207	36069
16138	7207	36069
1699	52517	36069
15202	52517	36069
35568	52517	36069
19363	52517	36069
30122	52517	36069
50093	52517	36069
28740	12708	36069
8772	12708	36069
30682	12708	36069
60747	12708	36069
15011	12708	36069
16138	12708	36069
19363	12708	36069
1672	12708	36069
11728	12708	36069
30122	12708	36069
3562	12708	36069
3804	30156	36069
61377	30156	36069
7440	22986	36069
19543	22986	36069
8772	22986	36069
35568	22986	36069
55742	22986	36069
6505	22986	36069
20824	15284	36069
3562	15284	36069
8891	18099	36069
8772	18099	36069
20968	18099	36069
24636	18099	36069
3562	18099	36069
8866	56248	36069
33076	56248	36069
40227	225	36069
47803	225	36069
59504	225	36069
48921	225	36069
40524	225	36069
35568	225	36069
51246	225	36069
28006	225	36069
30122	225	36069
3562	225	36069
3562	3406	36069
50258	49157	36069
55742	49157	36069
7870	49157	36069
13120	61111	36069
41860	61111	36069
58196	61111	36069
50004	61111	36069
44102	61111	36069
45193	61111	36069
35568	61111	36069
3562	61111	36069
31944	58555	36069
58854	58555	36069
14439	58555	36069
44752	58555	36069
41860	22427	36069
58196	22427	36069
6567	22427	36069
47977	22427	36069
2500	22427	36069
36709	22427	36069
8772	22427	36069
35568	22427	36069
30122	22427	36069
3562	22427	36069
52194	29796	36069
9486	29796	36069
50946	29796	36069
35568	29796	36069
2528	29796	36069
6143	29796	36069
57830	29796	36069
30209	29796	36069
30122	29796	36069
3562	29796	36069
52194	56234	36069
8772	56234	36069
35568	56234	36069
2528	56234	36069
57830	56234	36069
3562	56234	36069
3562	23253	36069
3767	4969	36069
47567	4969	36069
50258	4969	36069
10239	4969	36069
25047	4969	36069
16138	4969	36069
58380	4969	36069
3562	4969	36069
33262	13915	36069
22925	13915	36069
25737	13915	36069
8772	13915	36069
35568	13915	36069
25202	13915	36069
58546	13915	36069
60747	13915	36069
16138	13915	36069
10122	13915	36069
50082	13915	36069
11728	13915	36069
16156	13915	36069
30122	13915	36069
56647	13588	36069
8772	13588	36069
30209	13588	36069
14051	1515	36069
52194	1515	36069
2528	1515	36069
3562	1515	36069
6982	21142	36069
46821	21142	36069
30764	21142	36069
50946	21142	36069
8772	21142	36069
35568	21142	36069
2528	21142	36069
30209	21142	36069
58380	21142	36069
30122	21142	36069
3562	21142	36069
50258	46120	36069
35568	46120	36069
3562	46120	36069
61152	5387	36069
58854	5387	36069
31922	5387	36069
8772	5387	36069
35568	5387	36069
30209	5387	36069
58380	5387	36069
30122	5387	36069
41117	60996	36069
8772	60996	36069
35568	60996	36069
30122	60996	36069
3562	60996	36069
35568	62932	36069
2528	62932	36069
3562	62932	36069
13120	16083	36069
28861	16083	36069
3767	16083	36069
24486	16083	36069
47567	16083	36069
49588	16083	36069
15401	16083	36069
27757	16083	36069
46821	16083	36069
6434	16083	36069
1945	16083	36069
60403	16083	36069
51230	16083	36069
59321	16083	36069
10559	16083	36069
52194	16083	36069
58854	16083	36069
45464	16083	36069
45179	16083	36069
19903	16083	36069
1699	16083	36069
8772	16083	36069
57469	16083	36069
56632	16083	36069
9406	16083	36069
10473	16083	36069
25047	16083	36069
14439	16083	36069
15011	16083	36069
17057	16083	36069
2528	16083	36069
55742	16083	36069
16138	16083	36069
19363	16083	36069
51246	16083	36069
43008	16083	36069
50082	16083	36069
30209	16083	36069
7870	16083	36069
58380	16083	36069
11728	16083	36069
30122	16083	36069
3562	16083	36069
2528	32245	36069
57830	32245	36069
30209	32245	36069
58380	32245	36069
3562	32245	36069
3357	38298	36069
8772	38298	36069
48562	38298	36069
14439	38298	36069
10501	38298	36069
2528	38298	36069
6541	38298	36069
58380	38298	36069
3562	38298	36069
3767	49982	36069
24486	49982	36069
27582	49982	36069
28080	49982	36069
23442	49982	36069
38008	49982	36069
45179	49982	36069
8772	49982	36069
38162	49982	36069
35568	49982	36069
55091	49982	36069
14439	49982	36069
15011	49982	36069
10122	49982	36069
16156	49982	36069
30122	49982	36069
3562	49982	36069
13120	42665	36069
39385	42665	36069
17266	42665	36069
23451	42665	36069
35568	42665	36069
2528	42665	36069
16138	42665	36069
11728	42665	36069
30122	42665	36069
37427	42665	36069
3562	42665	36069
42220	31365	36069
22017	31365	36069
8772	31365	36069
9406	31365	36069
10501	31365	36069
28735	31365	36069
58380	31365	36069
11728	31365	36069
30122	31365	36069
3562	31365	36069
54829	52566	36069
55460	52566	36069
20824	52566	36069
15401	52566	36069
52194	52566	36069
46179	52566	36069
31714	52566	36069
8772	52566	36069
3562	52566	36069
24486	41962	36069
6982	41962	36069
41865	41962	36069
9486	41962	36069
8772	41962	36069
10473	41962	36069
16138	41962	36069
3562	41962	36069
22270	12725	36069
24486	12725	36069
57174	12725	36069
28740	12725	36069
5785	12725	36069
13427	12725	36069
41747	12725	36069
29661	12725	36069
58854	12725	36069
8772	12725	36069
20968	12725	36069
35568	12725	36069
9406	12725	36069
59374	12725	36069
10473	12725	36069
10501	12725	36069
29959	12725	36069
50082	12725	36069
47322	12725	36069
30209	12725	36069
58380	12725	36069
30122	12725	36069
3562	12725	36069
55670	23219	36069
55917	23219	36069
61500	23219	36069
2332	23219	36069
23442	23219	36069
60303	23219	36069
43995	23219	36069
61371	23219	36069
60747	23219	36069
2528	23219	36069
58380	23219	36069
42220	17327	36069
49033	17327	36069
10423	17327	36069
40064	17327	36069
10559	17327	36069
47785	17327	36069
42485	17327	36069
44130	17327	36069
52194	17327	36069
60303	17327	36069
15202	17327	36069
35568	17327	36069
60747	17327	36069
16138	17327	36069
49767	17327	36069
57830	17327	36069
58380	17327	36069
30122	17327	36069
3562	17327	36069
53599	43572	36069
58007	43572	36069
28256	43572	36069
46821	43572	36069
5785	43572	36069
51230	43572	36069
59321	43572	36069
7440	43572	36069
23616	43572	36069
31780	43572	36069
59579	43572	36069
29661	43572	36069
52866	43572	36069
8908	43572	36069
38008	43572	36069
31714	43572	36069
45179	43572	36069
55986	43572	36069
8772	43572	36069
19241	43572	36069
38162	43572	36069
15202	43572	36069
50258	43572	36069
11920	43572	36069
35568	43572	36069
38014	43572	36069
59374	43572	36069
62808	43572	36069
10501	43572	36069
2528	43572	36069
28934	43572	36069
16138	43572	36069
10122	43572	36069
49586	43572	36069
8797	43572	36069
50082	43572	36069
45431	43572	36069
58380	43572	36069
11728	43572	36069
16156	43572	36069
30122	43572	36069
50093	43572	36069
24636	43572	36069
3562	43572	36069
30019	16332	36069
20824	16332	36069
15401	16332	36069
29661	16332	36069
45179	16332	36069
32638	16332	36069
8772	16332	36069
57469	16332	36069
10473	16332	36069
2528	16332	36069
5365	16332	36069
10122	16332	36069
37427	16332	36069
44504	57524	36069
19826	57524	36069
55365	57524	36069
46821	57524	36069
7303	57524	36069
32747	57524	36069
8772	57524	36069
10473	57524	36069
10501	57524	36069
2528	57524	36069
30122	57524	36069
3562	57524	36069
52194	47193	36069
8772	47193	36069
40577	47193	36069
2528	47193	36069
16138	47193	36069
57830	47193	36069
30209	47193	36069
3562	47193	36069
54829	46710	36069
16067	46710	36069
58519	46710	36069
49588	46710	36069
15401	46710	36069
6434	46710	36069
7440	46710	36069
46179	46710	36069
55917	46710	36069
31714	46710	36069
8772	46710	36069
27733	46710	36069
35568	46710	36069
14439	46710	36069
2528	46710	36069
6143	46710	36069
16138	46710	36069
39953	46710	36069
58380	46710	36069
30122	46710	36069
24636	46710	36069
3562	46710	36069
14130	29136	36069
16067	29136	36069
58519	29136	36069
26091	29136	36069
52194	29136	36069
10239	29136	36069
59374	29136	36069
49767	29136	36069
57830	29136	36069
58380	29136	36069
24636	29136	36069
3562	29136	36069
6434	13544	36069
49767	13544	36069
30122	13544	36069
8891	48551	36069
3767	48551	36069
20824	48551	36069
28904	48551	36069
57077	48551	36069
6434	48551	36069
55917	48551	36069
9486	48551	36069
58854	48551	36069
1699	48551	36069
8772	48551	36069
38162	48551	36069
15202	48551	36069
56632	48551	36069
35568	48551	36069
760	48551	36069
9406	48551	36069
59374	48551	36069
10473	48551	36069
50211	48551	36069
14439	48551	36069
10501	48551	36069
17057	48551	36069
2528	48551	36069
13753	48551	36069
55742	48551	36069
43008	48551	36069
58380	48551	36069
11728	48551	36069
30122	48551	36069
3562	48551	36069
9797	4828	36069
56276	4828	36069
24778	4828	36069
6434	4828	36069
55917	4828	36069
8772	4828	36069
35568	4828	36069
15011	4828	36069
2528	4828	36069
49767	4828	36069
7870	4828	36069
58380	4828	36069
30122	4828	36069
3562	4828	36069
20824	60368	36069
46821	60368	36069
8772	60368	36069
43995	60368	36069
35568	60368	36069
22375	60368	36069
59374	60368	36069
10473	60368	36069
14439	60368	36069
15011	60368	36069
2528	60368	36069
35920	60368	36069
16138	60368	36069
30122	60368	36069
3562	60368	36069
46821	60076	36069
8772	60076	36069
10473	60076	36069
10501	60076	36069
30122	60076	36069
1945	50324	36069
45179	50324	36069
50258	50324	36069
35568	50324	36069
62835	50324	36069
55742	50324	36069
50082	50324	36069
16156	50324	36069
30122	50324	36069
37427	50324	36069
49033	58824	36069
53491	58824	36069
8772	58824	36069
2528	58824	36069
16138	58824	36069
30122	58824	36069
3562	58824	36069
48812	42715	36069
26091	42715	36069
6434	42715	36069
8772	42715	36069
760	42715	36069
40577	42715	36069
11306	42715	36069
58380	42715	36069
3562	42715	36069
48814	59788	36069
55365	59788	36069
51588	59788	36069
8772	59788	36069
3562	59788	36069
17869	48097	36069
24486	48097	36069
48814	48097	36069
29273	48097	36069
19826	48097	36069
3437	48097	36069
55365	48097	36069
35568	48097	36069
3562	48097	36069
52194	10997	36069
16138	10997	36069
3562	10997	36069
55670	36559	36069
16067	36559	36069
24486	36559	36069
34539	36559	36069
42062	36559	36069
29661	36559	36069
2332	36559	36069
23442	36559	36069
22798	36559	36069
1699	36559	36069
8772	36559	36069
10473	36559	36069
14439	36559	36069
2528	36559	36069
32079	36559	36069
10122	36559	36069
58380	36559	36069
50093	36559	36069
3562	36559	36069
15401	46672	36069
30302	46672	36069
8008	46672	36069
8772	46672	36069
9406	46672	36069
14439	46672	36069
30209	46672	36069
30122	46672	36069
50093	46672	36069
3562	46672	36069
19543	25040	36069
52194	25040	36069
45179	25040	36069
35568	25040	36069
13753	25040	36069
16138	25040	36069
58380	25040	36069
11728	25040	36069
30122	25040	36069
50093	25040	36069
3562	25040	36069
14051	3925	36069
51230	3925	36069
62387	3925	36069
8772	3925	36069
5126	3925	36069
35568	3925	36069
6143	3925	36069
16138	3925	36069
51246	3925	36069
31794	3925	36069
58380	3925	36069
30122	3925	36069
3562	3925	36069
56647	52036	36069
10423	52036	36069
33262	52036	36069
19407	52036	36069
7440	52036	36069
52194	52036	36069
40577	52036	36069
14439	52036	36069
57830	52036	36069
30209	52036	36069
58380	52036	36069
3562	52036	36069
20275	5275	36069
8772	5275	36069
27733	5275	36069
16138	5275	36069
30122	5275	36069
17869	12331	36069
31273	12331	36069
58196	12331	36069
48814	12331	36069
6289	12331	36069
29273	12331	36069
8866	12331	36069
19826	12331	36069
55365	12331	36069
4090	12331	36069
4318	12331	36069
19883	12331	36069
56031	12331	36069
8772	12331	36069
35568	12331	36069
10473	12331	36069
2528	12331	36069
30122	12331	36069
3562	12331	36069
58519	34574	36069
1173	34574	36069
30302	34574	36069
24262	34574	36069
8772	34574	36069
27769	34574	36069
55091	34574	36069
49767	34574	36069
11879	34574	36069
28735	34574	36069
30122	34574	36069
20557	23438	36069
54829	23438	36069
40577	23438	36069
62835	23438	36069
31794	23438	36069
30209	23438	36069
58380	23438	36069
30122	23438	36069
41665	23837	36069
41860	23837	36069
58196	23837	36069
229	23837	36069
33390	23837	36069
16352	23837	36069
61665	23837	36069
3562	23837	36069
56647	26110	36069
10559	26110	36069
2528	26110	36069
57830	26110	36069
30209	26110	36069
58380	26110	36069
36016	57774	36069
4555	57774	36069
3767	57774	36069
33262	57774	36069
28256	57774	36069
30756	57774	36069
41117	57774	36069
49588	57774	36069
46821	57774	36069
61016	57774	36069
42527	57774	36069
23616	57774	36069
23442	57774	36069
31944	57774	36069
8772	57774	36069
35568	57774	36069
57016	57774	36069
10473	57774	36069
60747	57774	36069
14439	57774	36069
15011	57774	36069
10501	57774	36069
2528	57774	36069
35920	57774	36069
33052	57774	36069
35996	57774	36069
55742	57774	36069
16138	57774	36069
31222	57774	36069
58380	57774	36069
16156	57774	36069
30122	57774	36069
3562	57774	36069
13120	26238	36069
52909	26238	36069
46821	26238	36069
44102	26238	36069
3562	26238	36069
46821	37582	36069
51230	37582	36069
52194	37582	36069
50946	37582	36069
40577	37582	36069
49767	37582	36069
57830	37582	36069
30209	37582	36069
3562	37582	36069
33262	12719	36069
23616	12719	36069
2126	12719	36069
8772	12719	36069
38162	12719	36069
11920	12719	36069
35568	12719	36069
59297	12719	36069
16138	12719	36069
1672	12719	36069
10122	12719	36069
49586	12719	36069
45431	12719	36069
11728	12719	36069
30122	12719	36069
3562	12719	36069
39385	48975	36069
42527	48975	36069
59579	48975	36069
8008	48975	36069
32638	48975	36069
38162	48975	36069
35568	48975	36069
38014	48975	36069
7870	48975	36069
30122	48975	36069
24486	15747	36069
29617	15747	36069
52194	15747	36069
8008	15747	36069
8772	15747	36069
35568	15747	36069
9406	15747	36069
10473	15747	36069
2528	15747	36069
30209	15747	36069
58380	15747	36069
30122	15747	36069
3562	15747	36069
8772	53732	36069
43995	53732	36069
35568	53732	36069
38014	53732	36069
60747	53732	36069
17057	53732	36069
6143	53732	36069
55742	53732	36069
16138	53732	36069
11728	53732	36069
30122	53732	36069
24636	53732	36069
3562	53732	36069
23098	3665	36069
55532	3665	36069
3767	3665	36069
47803	3665	36069
58103	3665	36069
39940	3665	36069
33390	3665	36069
58188	3665	36069
19407	3665	36069
27757	3665	36069
46821	3665	36069
61016	3665	36069
6434	3665	36069
5785	3665	36069
59321	3665	36069
50522	3665	36069
7303	3665	36069
42527	3665	36069
35383	3665	36069
52194	3665	36069
52866	3665	36069
8008	3665	36069
25737	3665	36069
19903	3665	36069
1699	3665	36069
40524	3665	36069
8772	3665	36069
16352	3665	36069
56632	3665	36069
35568	3665	36069
25202	3665	36069
55091	3665	36069
25047	3665	36069
14439	3665	36069
10501	3665	36069
2528	3665	36069
16138	3665	36069
51246	3665	36069
32079	3665	36069
43008	3665	36069
50082	3665	36069
58380	3665	36069
11728	3665	36069
30122	3665	36069
50093	3665	36069
3562	3665	36069
24486	29889	36069
52194	29889	36069
23442	29889	36069
45179	29889	36069
8772	29889	36069
35568	29889	36069
39953	29889	36069
16156	29889	36069
30122	29889	36069
50093	29889	36069
45530	29889	36069
24636	29889	36069
3562	29889	36069
46821	17289	36069
8772	17289	36069
35568	17289	36069
60747	17289	36069
14439	17289	36069
2528	17289	36069
16138	17289	36069
27504	17289	36069
30209	17289	36069
16156	17289	36069
8402	2785	36069
3767	2785	36069
24486	2785	36069
58103	2785	36069
39940	2785	36069
20824	2785	36069
58188	2785	36069
27757	2785	36069
46821	2785	36069
29484	2785	36069
28740	2785	36069
3357	2785	36069
52194	2785	36069
38008	2785	36069
35568	2785	36069
48562	2785	36069
59297	2785	36069
10473	2785	36069
10501	2785	36069
35996	2785	36069
49767	2785	36069
51246	2785	36069
13596	2785	36069
10122	2785	36069
43008	2785	36069
50082	2785	36069
45431	2785	36069
11728	2785	36069
6505	2785	36069
30122	2785	36069
50093	2785	36069
3562	2785	36069
55532	62391	36069
24486	62391	36069
3804	62391	36069
20824	62391	36069
20315	62391	36069
5453	62391	36069
19407	62391	36069
29617	62391	36069
6434	62391	36069
30764	62391	36069
58445	62391	36069
52194	62391	36069
50946	62391	36069
8772	62391	36069
20968	62391	36069
35568	62391	36069
40577	62391	36069
10239	62391	36069
2528	62391	36069
44466	62391	36069
6541	62391	36069
47322	62391	36069
30209	62391	36069
58380	62391	36069
17683	62391	36069
30122	62391	36069
50093	62391	36069
3562	62391	36069
35410	14850	36069
12421	14850	36069
29617	14850	36069
29484	14850	36069
1945	14850	36069
23616	14850	36069
61500	14850	36069
31922	14850	36069
22375	14850	36069
10473	14850	36069
62835	14850	36069
10501	14850	36069
50082	14850	36069
30122	14850	36069
3562	14850	36069
20315	256	36069
8772	256	36069
55358	256	36069
30209	256	36069
58380	256	36069
3562	256	36069
36016	28868	36069
10559	28868	36069
13427	28868	36069
61500	28868	36069
29661	28868	36069
38008	28868	36069
25737	28868	36069
8772	28868	36069
20968	28868	36069
35568	28868	36069
10239	28868	36069
10473	28868	36069
60747	28868	36069
14439	28868	36069
10501	28868	36069
55742	28868	36069
16138	28868	36069
19363	28868	36069
10122	28868	36069
57830	28868	36069
30209	28868	36069
58380	28868	36069
11728	28868	36069
16156	28868	36069
30122	28868	36069
24636	28868	36069
3562	28868	36069
55917	22054	36069
35568	22054	36069
